vendor_id,vendor_name,category,contract_start_date,contract_end_date,data_sensitivity,access_scope,access_type,systems_accessed,soc2_type2,soc2_expiry,iso27001,iso27001_expiry,gdpr_dpa,breach_history,breach_count,financial_rating,annual_spend,risk_score,risk_level,assessment_date,next_assessment_due,notes
VND-0158,"Morales, Castillo and Jones",Cloud Provider,2024-09-04,2025-08-30,HIGH,3,read_only,GCP Workspace,TRUE,2026-06-12,TRUE,2028-09-25,TRUE,None,0,B-,197093.96,19.0,LOW,2025-06-02,2026-06-02,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #1901.
VND-0159,Morgan and Sons,Contractor,2023-12-04,2025-08-18,HIGH,10,full_admin,Dev Environment,TRUE,2024-02-07,TRUE,2028-09-03,TRUE,2021-12-12:HIGH:Misconfigured cloud storage exposed sensitive files,2,B-,244146.92,96.7,HIGH,2024-12-06,2025-12-06,Contract renewal pending legal review; vendor requested expanded access for Dev Environment integration.
VND-0160,"Lee, Wilson and Smith",Contractor,2022-02-15,2025-09-19,CRITICAL,2,read_write,"Internal Network, VPN Gateway",TRUE,2027-03-29,FALSE,NULL,TRUE,None,0,B,153047.90,8.1,LOW,2024-03-22,2025-03-22,Contract renewal pending legal review; vendor requested expanded access for Internal Network integration.
VND-0161,Thompson LLC,Contractor,2020-05-02,2024-05-21,MEDIUM,3,read_only,Ticketing System,FALSE,NULL,FALSE,NULL,TRUE,None,0,B+,3284712.38,31.2,LOW,2026-06-18,2027-06-18,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #7031.
VND-0162,Massey and Sons,Contractor,2024-09-20,2028-09-17,MEDIUM,5,read_write,VPN Gateway,TRUE,2026-10-13,FALSE,NULL,TRUE,2025-05-15:HIGH:Third-party plugin vulnerability exploited,2,A-,239219.73,68.7,HIGH,2024-12-10,2025-12-10,Vendor flagged during Q3 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0163,"Elliott, Abbott and Harper",Payment Processor,2022-06-06,2027-01-03,MEDIUM,9,read_only,"Card Tokenization Service, Payment Gateway, Fraud Detection Engine, ACH Processing System",TRUE,2026-03-03,TRUE,2028-07-27,TRUE,None,0,B,230407.80,21.7,LOW,2025-11-22,2026-11-22,Vendor flagged during Q4 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0164,Smith-Hurley,HR Platform,2020-04-27,2023-12-24,MEDIUM,8,read_only,Payroll System,TRUE,2027-02-25,FALSE,NULL,FALSE,None,0,A-,1840904.80,11.8,LOW,2025-03-18,2026-03-18,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #6121.
VND-0165,Liu-Cole,Contractor,2022-01-13,2026-05-01,CRITICAL,8,read_only,"VPN Gateway, Internal Network",TRUE,2027-08-02,FALSE,NULL,TRUE,2024-12-13:MEDIUM:Social engineering attack bypassed access controls,3,A,398888.84,65.5,HIGH,2024-05-04,2025-05-04,Vendor flagged during Q1 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0166,Simmons Inc,Consulting,2025-09-13,2028-07-14,CRITICAL,4,read_write,"SharePoint, Internal Network, Financial Reporting System, Project Management Tool",FALSE,NULL,TRUE,2026-01-03,FALSE,2026-02-02:HIGH:Malware infection on vendor's internal network,1,B+,123465.95,51.5,MEDIUM,2026-05-16,2027-05-16,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0167,Freeman-Waters,Software Vendor,2020-09-25,2024-07-01,MEDIUM,8,read_write,Document Management System,TRUE,2022-12-23,FALSE,NULL,TRUE,None,0,B,458556.90,33.8,LOW,2024-05-10,2025-05-10,Contract renewal pending legal review; vendor requested expanded access for Document Management System integration.
VND-0168,"Robinson, Richardson and White",Consulting,2024-12-12,2028-11-12,LOW,9,full_admin,"SharePoint, Project Management Tool, Financial Reporting System",TRUE,2027-11-01,TRUE,2024-07-30,TRUE,2024-07-16:HIGH:Third-party plugin vulnerability exploited,2,A,90481.61,50.7,MEDIUM,2026-07-22,2027-07-22,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0169,Arnold and Sons,Contractor,2022-05-14,2026-01-04,MEDIUM,7,read_write,Dev Environment,TRUE,2024-06-19,FALSE,NULL,TRUE,None,0,A-,4440522.04,29.2,LOW,2026-03-26,2027-03-26,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0170,Miller Group,HR Platform,2022-05-14,2025-11-18,MEDIUM,8,full_admin,"Benefits Portal, Employee Directory, HRIS",FALSE,NULL,FALSE,NULL,TRUE,2022-10-07:HIGH:Credential stuffing attack on admin portal,1,B-,413441.02,58.5,MEDIUM,2024-08-18,2025-08-18,Vendor currently under formal investigation by compliance team following irregularities identified in September review; access under heightened scrutiny pending outcome.
VND-0171,"Marshall, Ramos and Ferguson",Security Vendor,2021-12-05,2023-11-29,CRITICAL,1,read_only,"Endpoint Detection System, Vulnerability Scanner",FALSE,NULL,FALSE,NULL,TRUE,None,0,B+,243651.45,23.3,LOW,2024-10-12,2025-10-12,Contract renewal pending legal review; vendor requested expanded access for Endpoint Detection System integration.
VND-0172,Jones-Williams,Software Vendor,2024-08-18,2026-07-02,MEDIUM,1,read_only,"Core Banking System, CRM Platform",FALSE,NULL,TRUE,2023-02-04,FALSE,None,0,A,400583.18,9.0,LOW,2026-02-03,2027-02-03,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0173,Boyle-Richards,Payment Processor,2025-02-11,2028-11-09,LOW,8,full_admin,"Payment Gateway, ACH Processing System, Fraud Detection Engine, Card Tokenization Service",TRUE,2026-04-24,FALSE,NULL,TRUE,2023-03-08:HIGH:API key leak exposed customer records,1,C+,365451.93,49.8,MEDIUM,2025-03-02,2026-03-02,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0174,Rojas LLC,Contractor,2020-09-18,2025-07-28,HIGH,10,read_write,"VPN Gateway, Shared Drive",FALSE,NULL,FALSE,NULL,TRUE,None,0,A-,444496.35,21.3,LOW,2026-02-03,2027-02-03,Onsite audit completed on 2024-03-18; vendor demonstrated adequate controls for high data handling.
VND-0175,Rodriguez and Sons,HR Platform,2024-12-10,2026-11-23,CRITICAL,9,full_admin,"Payroll System, HRIS, Employee Directory",TRUE,2024-08-10,TRUE,2026-04-26,TRUE,2025-10-19:HIGH:Insider threat led to data exfiltration,2,A-,2630549.75,55.9,MEDIUM,2026-08-08,2027-08-08,Onsite audit completed on 2025-05-21; vendor demonstrated adequate controls for critical data handling.
VND-0176,Reed and Sons,Software Vendor,2025-11-07,2028-08-07,CRITICAL,1,read_only,CRM Platform,TRUE,2025-08-16,FALSE,NULL,TRUE,None,0,B,89372.77,40.7,MEDIUM,2026-11-04,2027-11-04,Onsite audit completed on 2025-06-28; vendor demonstrated adequate controls for critical data handling.
VND-0177,Arroyo PLC,Cloud Provider,2023-01-02,2024-09-02,MEDIUM,10,read_only,"Azure Tenant, AWS Production",TRUE,2027-12-07,FALSE,NULL,TRUE,None,0,A,241784.00,20.8,LOW,2024-03-23,2025-03-23,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0178,"Harris, Cruz and Reeves",Contractor,2024-07-05,2025-12-04,HIGH,7,read_write,"VPN Gateway, Shared Drive, Dev Environment",TRUE,2028-10-01,FALSE,NULL,TRUE,2020-05-19:MEDIUM:Third-party plugin vulnerability exploited,1,B,1695992.68,26.4,LOW,2026-05-20,2027-05-20,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #7490.
VND-0179,Beck and Sons,Contractor,2022-09-14,2027-08-31,MEDIUM,1,read_only,"Internal Network, Dev Environment, Shared Drive",TRUE,2027-12-31,FALSE,NULL,TRUE,None,0,B,334784.27,31.9,LOW,2024-05-15,2025-05-15,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0180,Johnson-Case,Payment Processor,2023-12-23,2026-03-15,LOW,8,read_write,"Card Tokenization Service, ACH Processing System, Fraud Detection Engine, Payment Gateway",TRUE,2027-03-12,FALSE,NULL,TRUE,2026-03-01:MEDIUM:API key leak exposed customer records,3,B+,2945426.31,19.8,LOW,2024-03-30,2025-03-30,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #3219.
VND-0181,Chavez-Case,Payment Processor,2025-02-27,2027-08-18,HIGH,8,read_write,Payment Gateway,TRUE,2025-10-27,TRUE,2022-05-07,TRUE,2025-06-20:MEDIUM:Unauthorized access to customer database detected,1,B+,166839.63,64.9,HIGH,2026-09-22,2027-09-22,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0182,"Allen, Ross and Carter",Data Analytics,2024-03-18,2025-01-10,HIGH,8,full_admin,ETL Pipeline System,FALSE,NULL,FALSE,NULL,TRUE,2021-05-17:HIGH:Third-party plugin vulnerability exploited,2,A-,27130.76,47.3,MEDIUM,2025-11-06,2026-11-06,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0183,Jones PLC,Payment Processor,2023-11-19,2026-07-03,MEDIUM,4,read_only,"Card Tokenization Service, Fraud Detection Engine, ACH Processing System, Payment Gateway",TRUE,2024-10-01,FALSE,NULL,TRUE,2024-06-28:LOW:Misconfigured cloud storage exposed sensitive files,1,A,84298.03,48.9,MEDIUM,2025-11-22,2026-11-22,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0184,Mcdonald PLC,Payment Processor,2020-12-07,2023-06-14,MEDIUM,7,read_only,Card Tokenization Service,TRUE,2028-08-23,TRUE,2025-07-14,TRUE,None,0,B+,3729299.61,2.1,LOW,2026-12-18,2027-12-18,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #5714.
VND-0185,"Huber, Warner and Williams",Payment Processor,2024-07-29,2028-07-15,MEDIUM,1,full_admin,"Fraud Detection Engine, Card Tokenization Service, Payment Gateway, ACH Processing System",FALSE,NULL,FALSE,NULL,TRUE,None,0,B,71316.30,21.7,LOW,2025-08-21,2026-08-21,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0186,Bruce Inc,IT Services,2020-09-09,2024-09-08,MEDIUM,10,full_admin,"Active Directory, Asset Management DB",TRUE,2028-09-30,TRUE,2025-05-16,TRUE,2025-07-28:HIGH:Misconfigured cloud storage exposed sensitive files,1,B+,204350.58,87.4,HIGH,2024-08-13,2025-08-13,Contract renewal pending legal review; vendor requested expanded access for Active Directory integration.
VND-0187,"Hart, Wright and Barnes",Cloud Provider,2021-03-14,2023-06-29,MEDIUM,8,full_admin,"Azure Tenant, GCP Workspace, Kubernetes Cluster",TRUE,2026-08-11,FALSE,NULL,TRUE,2026-07-26:HIGH:Unauthorized access to customer database detected,1,A,3945834.79,35.5,MEDIUM,2024-12-02,2025-12-02,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0188,Buck-Williams,Software Vendor,2025-01-27,2028-04-01,HIGH,1,read_write,CRM Platform,TRUE,2027-03-27,TRUE,2025-03-21,TRUE,None,0,B,112892.72,20.0,LOW,2024-02-09,2025-02-08,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0189,"Ortega, Perez and Palmer",IT Services,2022-04-15,2025-11-04,CRITICAL,1,read_only,"Asset Management DB, Help Desk System, Network Monitoring Tool, Active Directory",TRUE,2025-12-06,FALSE,NULL,TRUE,None,0,B+,285774.17,99.5,HIGH,2024-12-14,2025-12-14,Vendor currently under formal investigation by compliance team following irregularities identified in October review; access under heightened scrutiny pending outcome.
VND-0190,Powell LLC,Consulting,2022-06-11,2023-09-29,HIGH,1,read_only,"Financial Reporting System, Project Management Tool, SharePoint",TRUE,2020-03-15,FALSE,NULL,TRUE,None,0,B-,324880.82,13.4,LOW,2024-05-13,2025-05-13,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0191,"Allen, Peters and Patterson",IT Services,2025-06-13,2027-09-26,MEDIUM,9,full_admin,"Help Desk System, Active Directory, Asset Management DB, Network Monitoring Tool",TRUE,2024-03-06,TRUE,2024-03-18,TRUE,2022-05-01:HIGH:Insider threat led to data exfiltration,1,A,497456.26,54.6,MEDIUM,2026-01-19,2027-01-19,Contract renewal pending legal review; vendor requested expanded access for Help Desk System integration.
VND-0192,"Moore, Davis and Perez",Contractor,2025-03-11,2025-11-24,HIGH,8,read_write,"Dev Environment, VPN Gateway",TRUE,2026-12-06,TRUE,2028-08-21,FALSE,None,0,B+,3646281.30,1.3,LOW,2025-12-14,2026-12-14,Contract renewal pending legal review; vendor requested expanded access for Dev Environment integration.
VND-0193,Anderson-Newman,Consulting,2020-09-17,2023-05-18,MEDIUM,9,full_admin,SharePoint,TRUE,2020-08-17,FALSE,NULL,TRUE,None,0,A-,344681.22,5.9,LOW,2024-01-02,2025-01-01,Vendor flagged during Q1 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0194,Norton and Sons,IT Services,2025-03-07,2027-05-28,HIGH,8,full_admin,Asset Management DB,TRUE,2028-09-09,FALSE,NULL,FALSE,2021-02-26:HIGH:Third-party plugin vulnerability exploited,2,B+,197549.75,88.6,HIGH,2026-09-17,2027-09-17,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0195,Thompson Inc,Security Vendor,2020-03-11,2023-02-16,HIGH,10,full_admin,"SIEM Platform, IAM System, Firewall Management Console, Endpoint Detection System",TRUE,2028-04-27,TRUE,2022-07-15,TRUE,2022-08-18:HIGH:Misconfigured cloud storage exposed sensitive files,1,B+,3417852.35,42.5,MEDIUM,2026-05-16,2027-05-16,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0196,"Young, Ayers and Morrison",Security Vendor,2025-12-09,2027-05-11,MEDIUM,7,full_admin,"Firewall Management Console, SIEM Platform",TRUE,2027-05-27,TRUE,2028-01-25,TRUE,None,0,B+,303469.21,6.5,LOW,2025-09-01,2026-09-01,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #3920.
VND-0197,Tucker-Norman,Data Analytics,2024-04-04,2026-12-05,LOW,9,read_write,"Customer Analytics Engine, BI Dashboard Platform",TRUE,2026-12-01,TRUE,2025-03-09,TRUE,None,0,A,431908.54,33.3,LOW,2026-12-12,2027-12-12,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0198,"Wilcox, Montgomery and Jackson",Contractor,2022-08-26,2024-02-10,MEDIUM,5,read_write,"Internal Network, Dev Environment, Shared Drive, Ticketing System",FALSE,NULL,FALSE,NULL,TRUE,None,0,B-,102504.03,41.0,MEDIUM,2026-05-23,2027-05-23,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0199,"Howard, Mitchell and Burnett",Cloud Provider,2021-05-31,2024-12-11,MEDIUM,6,full_admin,"VPC Network, Kubernetes Cluster, AWS Production",TRUE,2025-12-09,FALSE,NULL,TRUE,None,0,C,55994.16,35.7,MEDIUM,2025-05-18,2026-05-18,Vendor flagged during Q4 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0200,Keller-Stone,Consulting,2020-03-17,2024-06-18,MEDIUM,5,read_write,"Project Management Tool, Financial Reporting System, SharePoint, Internal Network",TRUE,2028-10-18,TRUE,2024-11-09,FALSE,2022-08-07:LOW:Misconfigured cloud storage exposed sensitive files,1,A-,133967.55,67.3,HIGH,2026-09-12,2027-09-12,Contract expired on 2024-06-18 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0201,"French, Garcia and Williams",IT Services,2024-11-16,2028-08-27,HIGH,4,read_write,"Active Directory, Network Monitoring Tool",FALSE,NULL,FALSE,NULL,TRUE,None,0,A,1724317.37,23.6,LOW,2024-01-21,2025-01-20,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0202,Matthews-Walker,Software Vendor,2021-01-09,2023-11-02,HIGH,8,full_admin,"Document Management System, ERP System",TRUE,2025-03-10,TRUE,2024-03-25,FALSE,None,0,B-,202385.88,17.5,LOW,2025-07-25,2026-07-25,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #1132.
VND-0203,Weber-Walker,Consulting,2025-01-03,2026-10-16,MEDIUM,8,full_admin,"Project Management Tool, Internal Network",TRUE,2028-09-23,FALSE,NULL,TRUE,2025-11-29:HIGH:Credential stuffing attack on admin portal,2,A-,42228.52,49.5,MEDIUM,2026-08-31,2027-08-31,Vendor flagged during Q2 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0204,"Hamilton, Davila and Sloan",Consulting,2024-03-16,2025-10-12,MEDIUM,5,read_write,"Internal Network, SharePoint",TRUE,2025-03-30,FALSE,NULL,TRUE,None,0,A-,1297257.30,22.5,LOW,2024-10-26,2025-10-26,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0205,"Harris, Andrews and Soto",Security Vendor,2024-01-02,2028-08-17,CRITICAL,10,full_admin,"IAM System, Vulnerability Scanner, SIEM Platform",TRUE,2024-09-24,FALSE,NULL,TRUE,None,0,B,200898.40,12.4,LOW,2026-10-31,2027-10-31,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0206,Walker-Herrera,Contractor,2023-12-14,2027-10-18,MEDIUM,1,read_write,"Ticketing System, Internal Network, Shared Drive",TRUE,2026-12-10,TRUE,2026-07-12,TRUE,None,0,B+,3125841.74,11.7,LOW,2026-11-22,2027-11-22,Onsite audit completed on 2025-03-16; vendor demonstrated adequate controls for medium data handling.
VND-0207,Fletcher-Nicholson,IT Services,2022-03-10,2026-07-05,MEDIUM,3,read_write,"Network Monitoring Tool, Asset Management DB, Help Desk System, Active Directory",TRUE,2027-11-29,FALSE,NULL,TRUE,None,0,B-,51344.12,54.4,MEDIUM,2024-08-29,2025-08-29,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0208,Morris PLC,Software Vendor,2024-03-17,2025-04-01,HIGH,4,read_only,"ERP System, CRM Platform, Core Banking System",FALSE,NULL,FALSE,NULL,TRUE,None,0,B+,450224.31,29.4,LOW,2026-03-01,2027-03-01,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0209,Johnson Group,Cloud Provider,2025-04-14,2028-12-14,LOW,3,read_write,"Kubernetes Cluster, Azure Tenant, S3 Data Lake",FALSE,NULL,FALSE,NULL,TRUE,None,0,B,3384870.41,9.6,LOW,2026-02-04,2027-02-04,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0210,"Mckinney, Meyer and Farrell",Cloud Provider,2024-01-02,2026-08-12,MEDIUM,3,read_only,"Azure Tenant, S3 Data Lake, GCP Workspace, AWS Production",TRUE,2028-09-13,TRUE,2027-04-22,TRUE,2024-07-19:LOW:Social engineering attack bypassed access controls,2,B-,279928.66,34.3,LOW,2025-08-25,2026-08-25,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0211,Hanson Ltd,Payment Processor,2025-02-09,2026-04-13,MEDIUM,1,read_write,"ACH Processing System, Fraud Detection Engine, Payment Gateway, Card Tokenization Service",TRUE,2024-08-18,TRUE,2025-01-10,TRUE,None,0,C+,326941.64,21.9,LOW,2026-08-08,2027-08-08,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0212,Wilson-Howell,Consulting,2022-12-07,2024-06-09,HIGH,3,read_write,"Project Management Tool, Financial Reporting System",TRUE,2026-07-11,TRUE,2026-08-20,TRUE,None,0,A-,26416.13,65.2,HIGH,2025-05-28,2026-05-28,Contract expired on 2024-06-09 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0213,Frazier Ltd,Payment Processor,2024-10-02,2023-11-27,HIGH,5,read_only,"Payment Gateway, ACH Processing System",TRUE,2025-03-07,FALSE,NULL,TRUE,None,0,B+,50621.51,55.3,MEDIUM,2026-01-21,2027-01-21,Contract expired on 2023-11-27 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0214,"Delgado, White and Taylor",Software Vendor,2020-09-07,2023-05-02,MEDIUM,3,full_admin,"Core Banking System, CRM Platform",FALSE,NULL,TRUE,2026-07-25,FALSE,None,0,B-,184237.78,29.9,LOW,2026-04-05,2027-04-05,Contract renewal pending legal review; vendor requested expanded access for Core Banking System integration.
VND-0215,Kim Inc,Consulting,2020-05-19,2023-07-19,MEDIUM,9,read_only,"SharePoint, Project Management Tool, Internal Network",TRUE,2028-04-15,TRUE,2024-01-03,TRUE,None,0,B,127231.78,18.2,LOW,2024-04-18,2025-04-18,Vendor flagged during Q1 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0216,"Wall, Jimenez and Daugherty",Data Analytics,2022-08-20,2026-08-01,MEDIUM,1,read_write,BI Dashboard Platform,FALSE,NULL,TRUE,2024-08-02,TRUE,None,0,A-,189207.01,93.0,HIGH,2026-06-21,2027-06-21,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0217,"Hill, Maldonado and Spears",Consulting,2022-03-05,2026-05-30,LOW,10,read_write,"Project Management Tool, SharePoint, Financial Reporting System, Internal Network",TRUE,2021-12-04,FALSE,NULL,TRUE,None,0,A,31282.89,0.1,LOW,2025-01-26,2026-01-26,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0218,Terry Inc,Security Vendor,2021-10-24,2023-08-21,HIGH,2,read_only,"Endpoint Detection System, IAM System, Firewall Management Console",TRUE,2026-10-15,TRUE,2026-05-17,TRUE,2020-06-05:HIGH:Malware infection on vendor's internal network,1,B,2577022.33,34.4,LOW,2024-06-30,2025-06-30,Onsite audit completed on 2025-09-08; vendor demonstrated adequate controls for high data handling.
VND-0219,Yates and Sons,Software Vendor,2024-02-22,2026-06-10,MEDIUM,8,read_only,"Document Management System, Internal Wiki, Core Banking System, Loan Origination System",FALSE,NULL,FALSE,NULL,TRUE,None,0,B,108969.39,85.9,HIGH,2026-05-20,2027-05-20,Contract renewal pending legal review; vendor requested expanded access for Document Management System integration.
VND-0220,"Chang, Miller and Williams",Software Vendor,2023-01-17,2026-08-11,LOW,10,full_admin,"ERP System, Core Banking System, Document Management System",FALSE,NULL,FALSE,NULL,TRUE,2025-11-16:HIGH:Social engineering attack bypassed access controls,1,B-,4107100.27,43.0,MEDIUM,2026-02-14,2027-02-14,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #2601.
VND-0221,Walker-Mcmahon,Security Vendor,2020-02-27,2023-09-19,CRITICAL,10,read_only,Firewall Management Console,FALSE,NULL,FALSE,NULL,FALSE,None,0,B,430999.10,15.8,LOW,2024-05-09,2025-05-09,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #6659.
VND-0222,Buckley Inc,Consulting,2021-02-24,2023-01-08,LOW,5,read_only,"Internal Network, SharePoint, Financial Reporting System",FALSE,NULL,TRUE,2024-02-18,TRUE,None,0,B,4944877.27,30.2,LOW,2024-12-04,2025-12-04,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #3846.
VND-0223,Nguyen-Murray,Contractor,2025-12-29,2028-12-18,HIGH,7,full_admin,Shared Drive,TRUE,2027-10-16,FALSE,NULL,TRUE,None,0,B+,375862.76,24.1,LOW,2024-05-22,2025-05-22,Vendor flagged during Q3 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0224,"Cooper, Hartman and Miller",Software Vendor,2023-04-28,2027-05-08,HIGH,4,read_only,"Internal Wiki, Document Management System, CRM Platform, Loan Origination System",FALSE,NULL,TRUE,2027-02-18,FALSE,None,0,C+,464750.95,47.1,MEDIUM,2026-12-30,2027-12-30,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #4006.
VND-0225,Melendez and Sons,Security Vendor,2021-11-13,2024-09-29,HIGH,7,full_admin,Firewall Management Console,TRUE,2026-12-30,FALSE,NULL,FALSE,None,0,A,185137.12,47.3,MEDIUM,2026-07-07,2027-07-07,Vendor flagged during Q1 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0226,Owen Group,IT Services,2022-06-05,2024-10-11,MEDIUM,6,read_only,Network Monitoring Tool,TRUE,2027-10-22,FALSE,NULL,TRUE,2025-07-01:LOW:Credential stuffing attack on admin portal,1,A-,366881.73,2.4,LOW,2025-09-18,2026-09-18,Onsite audit completed on 2025-01-06; vendor demonstrated adequate controls for medium data handling.
VND-0227,Flynn-Williamson,Consulting,2023-09-28,2027-12-11,LOW,1,read_only,Project Management Tool,FALSE,NULL,FALSE,NULL,TRUE,None,0,A,119146.41,7.1,LOW,2025-07-17,2026-07-17,Contract renewal pending legal review; vendor requested expanded access for Project Management Tool integration.
VND-0228,Thornton-Hansen,Software Vendor,2022-05-04,2025-05-07,MEDIUM,5,read_write,"Document Management System, Core Banking System, CRM Platform",TRUE,2027-12-13,TRUE,2024-12-20,TRUE,None,0,B-,483590.44,19.7,LOW,2026-03-21,2027-03-21,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0229,Ramirez-Brooks,Consulting,2025-10-22,2028-12-12,HIGH,10,read_only,"Financial Reporting System, Internal Network, Project Management Tool",TRUE,2028-01-16,TRUE,2026-09-19,TRUE,None,0,B-,475738.78,51.2,MEDIUM,2026-12-02,2027-12-02,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0230,Thompson PLC,Software Vendor,2025-09-22,2028-09-08,MEDIUM,10,read_only,"Loan Origination System, Internal Wiki, ERP System, CRM Platform",TRUE,2026-06-04,FALSE,NULL,TRUE,None,0,C,4683119.68,44.7,MEDIUM,2026-08-19,2027-08-19,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0231,"Jimenez, Galvan and Oliver",IT Services,2023-08-31,2025-06-23,MEDIUM,10,read_only,"Network Monitoring Tool, Help Desk System",TRUE,2026-08-15,TRUE,2028-10-08,TRUE,None,0,B+,495130.27,15.8,LOW,2025-07-01,2026-07-01,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0232,"Webb, Rivera and Walker",Cloud Provider,2022-12-20,2023-09-02,MEDIUM,9,read_only,"S3 Data Lake, GCP Workspace, Kubernetes Cluster",FALSE,NULL,TRUE,2027-01-03,FALSE,None,0,A,2974246.74,93.2,HIGH,2026-12-12,2027-12-12,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0233,Ibarra Ltd,Payment Processor,2025-04-12,2028-03-28,HIGH,3,read_write,"Card Tokenization Service, Payment Gateway, Fraud Detection Engine",TRUE,2025-09-09,TRUE,2021-08-23,TRUE,None,0,B,139132.83,33.6,LOW,2026-10-24,2027-10-24,Contract renewal pending legal review; vendor requested expanded access for Card Tokenization Service integration.
VND-0234,Garcia-Hernandez,Contractor,2020-08-11,2025-04-30,HIGH,8,read_only,"Ticketing System, Shared Drive, Internal Network",TRUE,2024-10-27,FALSE,NULL,TRUE,None,0,B+,114003.50,52.0,MEDIUM,2026-06-21,2027-06-21,Contract expired on 2025-04-30 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0235,Hunt-Mendez,Software Vendor,2023-08-21,2024-05-31,MEDIUM,10,full_admin,"Core Banking System, Loan Origination System, Internal Wiki",TRUE,2026-06-09,FALSE,NULL,TRUE,None,0,B+,293801.94,11.9,LOW,2025-10-01,2026-10-01,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0236,"Moore, Barrera and Barnes",Contractor,2025-02-09,2027-07-21,MEDIUM,8,full_admin,"Shared Drive, VPN Gateway, Internal Network, Dev Environment",TRUE,2023-12-20,TRUE,2025-03-01,TRUE,2022-11-13:LOW:Social engineering attack bypassed access controls,2,A-,208388.85,17.4,LOW,2025-07-17,2026-07-17,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #8908.
VND-0237,Gilmore PLC,IT Services,2022-06-18,2024-04-28,LOW,4,read_only,"Help Desk System, Asset Management DB",FALSE,NULL,FALSE,NULL,TRUE,2023-07-26:MEDIUM:Unauthorized access to customer database detected,1,B,213859.21,32.8,LOW,2024-04-05,2025-04-05,Contract renewal pending legal review; vendor requested expanded access for Help Desk System integration.
