vendor_id,is_anomaly,anomaly_type,severity,expired_certifications,explanation
VND-0377,FALSE,NORMAL,LOW,None,Vendor Thomas-Reyes shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0378,FALSE,NORMAL,LOW,None,Vendor Wilcox Inc shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0379,TRUE,VENDOR_UNDER_INVESTIGATION,CRITICAL,None,Vendor is currently under active compliance/security investigation; access should be reviewed immediately.
VND-0380,TRUE,ELEVATED_RISK_VENDOR,MEDIUM,None,Vendor's risk score is trending upward and sits in an elevated medium-risk band warranting closer monitoring.
VND-0381,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 10, posing elevated exposure risk."
VND-0382,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 8, posing elevated exposure risk."
VND-0383,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 93.6 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0384,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,ISO27001,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0385,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 9, posing elevated exposure risk."
VND-0386,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0387,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 10, posing elevated exposure risk."
VND-0388,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 48.2 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0389,FALSE,NORMAL,LOW,None,Vendor Campos and Sons shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0390,FALSE,NORMAL,LOW,None,"Vendor Meyer, Levine and Wilson shows no anomalous risk indicators; certifications current and risk profile within acceptable range."
VND-0391,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0392,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0393,TRUE,VENDOR_UNDER_INVESTIGATION,CRITICAL,None,Vendor is currently under active compliance/security investigation; access should be reviewed immediately.
VND-0394,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 29.1 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0395,FALSE,NORMAL,LOW,None,"Vendor Houston, Hamilton and Brown shows no anomalous risk indicators; certifications current and risk profile within acceptable range."
VND-0396,TRUE,EXPIRED_CERTIFICATION,MEDIUM,ISO27001,Vendor has expired security certification(s) (ISO27001) that should have been renewed.
VND-0397,TRUE,ELEVATED_RISK_VENDOR,MEDIUM,None,Vendor's risk score is trending upward and sits in an elevated medium-risk band warranting closer monitoring.
VND-0398,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 8, posing elevated exposure risk."
VND-0399,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0400,TRUE,CONTRACT_EXPIRED_ACTIVE_ACCESS,HIGH,None,"Vendor's contract expired on 2024-02-23 yet system access has not been revoked, violating offboarding policy."
